height,user_address,token_address,amount
28036183,0x54F43B66033943184f558866FE00AaCA058f65F9,0xE6469Ba6D2fD6130788E0eA9C0a0515900563b59,15.618814292016236
28036183,0xDCB5A4b6Ee39447D700F4FA3303B1d1c25Ea9cA7,0xE6469Ba6D2fD6130788E0eA9C0a0515900563b59,714710.417494708
28799165,0xDCB5A4b6Ee39447D700F4FA3303B1d1c25Ea9cA7,0xE6469Ba6D2fD6130788E0eA9C0a0515900563b59,755099.264231
