height,user_address,token_address,amount
11422972,0x009c48f35d53F5Cc254ed34D64C9b801eA15F69D,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,352.4610002937665
11422972,0x1069F364Cf5F959DCA4fEE8dd7255cF8A6C7d5d9,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,34.50953763264375
11422972,0x11a57227C78E9092BC2b82fBcD9dBA44d3b24B37,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,46.971259200969286
11422972,0x12Dec026d5826F95bA23957529B36a386E085583,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2207.7642416174513
11422972,0x371F1f2726eA74664Adbbf1c03Bd18A7bf2E86b1,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,6034.183539059063
11422972,0x39D52DA6BEEC991F075EebE577474fd105c5cAeC,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,27222.683529432743
11422972,0x4254925028d00545378DC3C767c0D8808c2601F3,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,9.249966108797675
11422972,0x521d155cee171DAD885eAE47a97A8c489c3C70C9,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,8631.795964741275
11422972,0x568CF6e9D53e1e8708C2c0D4DF23cF735DFbAB3e,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,249.83252648941053
11422972,0x581Fcd7190078E22DC1adC09952987071590612C,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,1129.117579429821
11422972,0x6a97B6c144f7f505233B5D925362d3e6ae5BA44A,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,1.5358674797411627
11422972,0x8EC4D8191CD6f68a8c2cc0FC12B2AC0E7e0825C5,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,43.466829633833186
11422972,0xE4c906A83cdaAf264FA7c0999832b5426FC47272,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,617.6299213368
11422972,0xE66fBC8Be19bD6B60a7FdC743a1019435EE0a04F,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,61.44788928456683
11422972,0xEFA965F5733A8846ea479E3429C6F39c3557Db47,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,17.389326384470355
11422972,0xb04180e0d414E51e7a775944f1A6BA20BF955FB0,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2457.4912576309243
11422972,0xb0756304CD44b785087b57427447207bD39A361d,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,920.7997619482479
11422972,0xb2972b93d9887c6dc2aD3Ea5dfFb0214918cbc1E,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,1534132.8870489595
11422972,0xb8b0CC3793BBbfdb997FeC45828F172e5423D3E2,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,3225.9473593456705
11422972,0xdE0AEf70a7ae324045B7722C903aaaec2ac175F5,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,3026.2797668587996
11422972,0xf484a6a2cCe70DFDf58E2029B4eC9c45a16dfd2B,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,3.073912631951026
11422972,0xf5659d33af64B5B987F048a4Ba7cfCa1C96f7F7a,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2402.1050022765235
11422972,0xf85d965e9Fd4607B000110253214f49231f0031a,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,0.1845045012153022
11422972,0xf8A13049cCb0F4013d61be66A0737F9751E479c3,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2.239604721871767
13006199,0x0E4B8a0C697d5695FE63de2dA003f1960a5E5956,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,25.41612453315339
13006199,0x1069F364Cf5F959DCA4fEE8dd7255cF8A6C7d5d9,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2677.6420489417956
13006199,0x11a57227C78E9092BC2b82fBcD9dBA44d3b24B37,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,3644.5640062498933
13006199,0x4254925028d00545378DC3C767c0D8808c2601F3,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,717.7174747416547
13006199,0x8EC4D8191CD6f68a8c2cc0FC12B2AC0E7e0825C5,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,3372.6505408651165
13006199,0xEFA965F5733A8846ea479E3429C6F39c3557Db47,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,1349.2615295368623
13006199,0xb6E2b0906e537baCB4c2C9A39fE0fBE7f1B9bb5b,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,2280.153596223872
13006199,0xce4C4b6474C26C60e7c84C77887820ab9EAbb205,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,1685.9031673589343
13006199,0xf484a6a2cCe70DFDf58E2029B4eC9c45a16dfd2B,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,238.50906974481111
13006199,0xf85d965e9Fd4607B000110253214f49231f0031a,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,14.315955662234062
13006199,0xf8A13049cCb0F4013d61be66A0737F9751E479c3,0x13780E6d5696DD91454F6d3BbC2616687fEa43d0,173.77398214167332
